■ 영화상영관정보,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
조회일,,,,,,,,,,,,,,,,,,,,
: 2024-08-29,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
출처,,,,,,,,,,,,,,,,,,,,
: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,,,,
▶ 검색조건 [ 영화상영관명 : 전체   영화상영관코드 : 전체   영화상영관구분 : 상설   가입여부 : 가입   영업상태 : 전체   광역단체 : 전체   기초단체 : 전체   전송사업자 : 전체 ],,,,,,,,,,,,,,,,,,,,
광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
서울시,동대문구,001164,롯데시네마 청량리,8,"1,737",0,8,4,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-08-20,영업,직영,서울특별시 동대문구 전농동 591-53 번지,1544-8855,www.lottecinema.co.kr
경상남도,창원시 진해구,007062,롯데시네마 진해,6,952,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-12-21,영업,직영,경상남도 창원시 진해구 석동 543-3 번지,1544-8855,http://www.lottecinema.co.kr/
경상남도,진주시,007075,롯데시네마 진주혁신,7,"1,268",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-09-08,영업,직영,경상남도 진주시 충무공동 35 번지 진주롯데몰,02-1544-8855,http://www.lottecinema.co.kr
경기도,남양주시,002184,롯데시네마 진접,3,328,0,3,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-12-23,영업,직영,경기도 남양주시 진접읍 1081-2 번지,1544-8855,http://www.lottecinema.co.kr
전라북도,전주시,008034,롯데시네마 전주평화,6,"1,040",0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-09-27,영업,직영,전라북도 전주시 완산구 평화동1가 604-1 번지,1544-8855,http://www.lottecinema.co.kr/
인천시,서구,015054,롯데시네마 인천아시아드,6,"1,155",0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-23,영업,직영,인천광역시 서구 연희동 378 번지,02-1544-8855,www.lottecinema.co.kr
서울시,광진구,001268,메가박스 군자,9,"1,127",0,9,0,0,0,상설,,가입,메가박스(주),2018-09-01,영업,위탁,서울특별시 광진구 군자동 477-12 번지,02-482-8746,
경기도,의정부시,002221,롯데시네마 의정부민락,7,902,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-08-19,영업,직영,"경기도 의정부시 민락동 804-6 번지 해동타워 8,9층",02-1544-8855,http://www.lottecinema.co.kr
경기도,안양시,002217,롯데시네마 안양일번가,8,858,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-05-03,영업,직영,경기도 안양시 만안구 안양동 676-1 번지 9~13층,02-1544-8855,http://www.lottecinema.co.kr
충청남도,아산시,005045,롯데시네마 아산터미널,6,"1,020",0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-01-24,영업,직영,충청남도 아산시 모종동 555-5 번지 아산터미널영화관 9~10층,1544-8855,www.lottecinema.co.kr
대구시,달서구,012014,롯데시네마 성서,9,"1,644",0,9,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-01-19,영업,직영,대구광역시 달서구 이곡동 1244-1 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,012029,롯데시네마 동성로,8,"1,376",0,8,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-05-16,영업,직영,대구광역시 중구 동성로2가 66-1 번지 더락 4층,1544-8855,http://www.lottecinema.co.kr/
경기도,용인시,002238,롯데시네마 용인기흥,7,"1,091",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-09-12,영업,직영,경기도 용인시 기흥구 구갈동 234 번지,,
전라북도,군산시,008232,롯데시네마 군산몰,7,"1,014",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-04-27,영업,직영,전라북도 군산시 조촌동 450-21 번지,02-1544-8855,www.lottecinema.co.kr
경기도,광주시,002208,롯데시네마 광주터미널,3,231,0,3,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-07-27,영업,직영,경기도 광주시 경안동 25-3 번지 광주버스터미널2층,1544-8855,http://www.lottecinema.co.kr/
서울시,강동구,001258,메가박스강동,10,"1,352",0,10,0,0,0,상설,,가입,메가박스(주),2018-05-01,영업,위탁,서울특별시 강동구 성내동 549-1 번지,02-482-8746,
서울시,강서구,001189,롯데시네마 김포공항_샤롯데,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-12-01,영업,직영,서울특별시 강서구 방화동 886 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,012047,대구독립영화전용관 오오극장,1,55,0,1,0,0,0,상설,,가입,(주)디트릭스,2015-02-05,영업,직영,대구광역시 중구 수동 1-6 번지 1층,053-425-3553,
제주도,서귀포시,010010,롯데시네마 서귀포,6,649,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-12-28,영업,위탁,제주특별자치도 서귀포시 법환동 914 번지 월드컵경기장내,1544-8855,http://www.lottecinema.co.kr/
경기도,광주시,002231,CGV 경기광주,8,"1,202",0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-09-30,영업,위탁,경기도 광주시 역동 16-1 번지,,
대구시,수성구,012044,CGV 대구수성,4,804,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2013-05-23,영업,직영,대구광역시 수성구 범물동 1273 번지,1544-1122,
경기도,고양시,002209,CGV 화정,8,886,0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2012-09-13,영업,위탁,경기도 고양시 덕양구 화정동 966-1 번지 시네마플러스 401호,1544-1122,http://www.cgv.co.kr/
경기도,파주시,002046,CGV 파주문산,3,341,0,3,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-07-23,영업,직영,경기도 파주시 문산읍 892 번지 (3층),1544-1122,
경기도,김포시,002048,CGV 김포운양,4,424,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-10-31,영업,직영,경기도 김포시 운양동 1296-9 번지,1544-1122,
